Basics||||||||||||||||TitleSimpleForm||||||||TitleProgressive|||||||||||TitlePoliteness|||||TitleRequest|||||TitleImperative|||||TitleDesire|||||||||TitleProvisional||||||||||TitleVolitional|||||TitleObligation|||||||||||TitlePresumptive||||||||TitleAlternative||||TitleCausativeA|||||TitleCausativePv|||||TitlePassive||||||TitlePotential||||||TitleContinuative|||||||TitleCompulsion|||TitleGerund|||||||TitleteformCmp||||||||||||||TitleteformConj||||TitleSFConj||||TitlemasuCmp||||||||||||TitleStemMisc|||||||||TitleArch||||
aru special class|to do, to request||||為さる|nasaru|為さ|nasa|||||||||||||||||||||||||||suru, tanomu|*|*|*|*||*|*|*|*|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
aru special class|to be, to come, to go||||らっしゃる|rassharu|らっしゃ|rassha|||||||||||||||||||||||||||iru, iku, kuru|*|*|*|*||*|*|*|*|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
aru special class|to come, to go, to be (somewhere)||||お出でなさる|oidenasa|お出でなさ|oidenasa|||||||||||||||||||||||||||*|*|*|*|*||*|*|*|*|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
aru special class|to see, to look, to watch||||御覧なさる|gorannasaru|御覧なさ|gorannasa|||||||||||||||||||||||||||*|*|*|*|*||*|*|*|*|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
tsu godan||||XXXつ|XXXつ|tsu|||chi|ta|tou|te|tte|tta|chi|tsu|tta|tanai|tanakatta|chimasu|chimashita|chimasen|chimasen deshita|tteiru|tteite|tteru|ttete|tteinai|ttenai|tteimasu|tteimasen|tteita|tteimashita|tteimasen deshita|*|(o)chi ni naru|(o)chi nasaru|(o)chi suru|(o)chi itasu|tte kudasai|(o)chi kudasai|tanaide kudasai|(o)chi nasaimase|(o)chi nasaimasu na|te|te|tsu na|chi nasai|chi nasaru na|chitai|chitakatta|chitakunai|chitakunakatta|chitai desu|chitai deshita|chitaku arimasen|chitaku arimasen deshita|chitagaru|teba|ta nakya|tanakereba|chimaseba|chimasen nara|ttara|tanakattara|chimashitara|chimasen deshitara|chitakereba|tou|tsu mai|tteyou|chimashou|chimasu mai|ta nakya (ikenai)|ta nakereba ikenai|ta nakereba naranai|tte wa ikenai|tte wa naranai|tte wa dame da|ta nakereba ikemasen|ta nakereba narimasen|tte wa ikemasen|tte wa narimasen|tte wa dame desu|tsu darou|tta darou|tanai darou|tanakatta darou|tsu deshou|tta deshou|tanai deshou|tanakatta deshou|ttari|tanakattari|tteitari|tteinakattari|taseru|tasu|tasenai|tasemasu|tasemasen|taserareru|tasareru|taserarenai|taseraremasu|taseraremasen|tareru|tareta|tarenai|taremasu|taremasen|tarete|teru|reru|teta|tenai|temasu|temasen|chi|tte|tanaide|tanakute|chimashite|chimasende|tazu ni|ta nakucha (ikenai)|ta nakute wa ikenai|ta nakute wa ikemasen|tsukoto|tanaikoto|ttakoto|ttekoto|tteiru koto|tteinai koto|tteita koto|tte ageru|tte kureru|tte morau|tte iku|tte oku|chittoku|tte shimau|cchau|tte shimatta|cchatta|tte miru|tte suru|tte aru|tte kuru|tte hoshii|tte mo ii|tte mo kamawanai|tanakute mo ii|tsu n da|tsu n desu|tsu no da|tsu no desu|chisugiru|chisugi da|chiau|chidasu|chihajimeru|chinaosu|chiokureru|chiowaru|chiwasureru|chiyagaru|chikaneru|chiageru|chi ni [verb]|chinagara|tanasasou|chitsuzuku|chikata|chinikui|chiyasui|chisasu|chiyagare|tanu|tazu|tazaru|tazaru wo enai|
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
u godan||||XXXう|XXXう|u|||i|wa|ou|e|tte|tta|i|u|tta|wanai|wanakatta|imasu|imashita|imasen|imasen deshita|tteiru|tteite|tteru|ttete|tteinai|ttenai|tteimasu|tteimasen|tteita|tteimashita|tteimasen deshita|*|(o)i ni naru|(o)i nasaru|(o)i suru|(o)i itasu|tte kudasai|(o)i kudasai|wanaide kudasai|(o)i nasaimase|(o)i nasaimasu na|e|e|u na|i nasai|i nasaru na|itai|itakatta|itakunai|itakunakatta|itai desu|itai deshita|itaku arimasen|itaku arimasen deshita|itagaru|eba|wa nakya|wanakereba|imaseba|imasen nara|ttara|wanakattara|imashitara|imasen deshitara|itakereba|ou|u mai|tteyou|imashou|imasu mai|wa nakya (ikenai)|wa nakereba ikenai|wa nakereba naranai|tte wa ikenai|tte wa naranai|tte wa dame da|wa nakereba ikemasen|wa nakereba narimasen|tte wa ikemasen|tte wa narimasen|tte wa dame desu|u darou|tta darou|wanai darou|wanakatta darou|u deshou|tta deshou|wanai deshou|wanakatta deshou|ttari|wanakattari|tteitari|tteinakattari|waseru|wasu|wasenai|wasemasu|wasemasen|waserareru|wasareru|waserarenai|waseraremasu|waseraremasen|wareru|wareta|warenai|waremasu|waremasen|warete|eru|reru|eta|enai|emasu|emasen|i|tte|wanaide|wanakute|imashite|imasende|wazu ni|wa nakucha (ikenai)|wa nakute wa ikenai|wa nakute wa ikemasen|ukoto|wanaikoto|ttakoto|ttekoto|tteiru koto|tteinai koto|tteita koto|tte ageru|tte kureru|tte morau|tte iku|tte oku|ittoku|tte shimau|cchau|tte shimatta|cchatta|tte miru|tte suru|tte aru|tte kuru|tte hoshii|tte mo ii|tte mo kamawanai|wanakute mo ii|u n da|u n desu|u no da|u no desu|isugiru|isugi da|iau|idasu|ihajimeru|inaosu|iokureru|iowaru|iwasureru|iyagaru|ikaneru|iageru|i ni [verb]|inagara|wanasasou|itsuzuku|ikata|inikui|iyasui|isasu|iyagare|wanu|wazu|wazaru|wazaru wo enai|
u godan|to receive|T|を|もらう|貰う|morau|貰|mora||||||||||||||||||||||||||||*|*|itadaku|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
u godan|to say, to express|T||いう|言う|iu|言|i||||||||||||||||||||||||||||*|ossharu|mousu|*moushi ageru||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
u godan|to ask, to inquire, to hear, to be told, to implore, to seek direction|T|を|うかがう|伺う|ukagau|伺|ukaga|||||||||||||||||||||||||||kiku||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
u special class||||XXXう|XXXう|u|||i|wa|ou|e|ute|tta|i|u|tta|wanai|wanakatta|imasu|imashita|imasen|imasen deshita|uteiru|uteite|uteru|utete|uteinai|utenai|uteimasu|uteimasen|uteita|uteimashita|uteimasen deshita|*|(o)i ni naru|(o)i nasaru|(o)i suru|(o)i itasu|ute kudasai|(o)i kudasai|wanaide kudasai|(o)i nasaimase|(o)i nasaimasu na|e|e|u na|i nasai|i nasaru na|itai|itakatta|itakunai|itakunakatta|itai desu|itai deshita|itaku arimasen|itaku arimasen deshita|itagaru|eba|wa nakya|wanakereba|imaseba|imasen nara|ttara|wanakattara|imashitara|imasen deshitara|itakereba|ou|u mai|uteyou|imashou|imasu mai|wa nakya (ikenai)|wa nakereba ikenai|wa nakereba naranai|ute wa ikenai|ute wa naranai|ute wa dame da|wa nakereba ikemasen|wa nakereba narimasen|ute wa ikemasen|ute wa narimasen|ute wa dame desu|u darou|tta darou|wanai darou|wanakatta darou|u deshou|tta deshou|wanai deshou|wanakatta deshou|ttari|wanakattari|uteitari|uteinakattari|waseru|wasu|wasenai|wasemasu|wasemasen|waserareru|wasareru|waserarenai|waseraremasu|waseraremasen|wareru|wareta|warenai|waremasu|waremasen|warete|eru|reru|eta|enai|emasu|emasen|i|ute|wanaide|wanakute|imashite|imasende|wazu ni|wa nakucha (ikenai)|wa nakute wa ikenai|wa nakute wa ikemasen|ukoto|wanaikoto|ttakoto|utekoto|uteiru koto|uteinai koto|uteita koto|ute ageru|ute kureru|ute morau|ute iku|ute oku|ittoku|ute shimau|cchau|ute shimatta|cchatta|ute miru|ute suru|ute aru|ute kuru|ute hoshii|ute mo ii|ute mo kamawanai|wanakute mo ii|u n da|u n desu|u no da|u no desu|isugiru|isugi da|iau|idasu|ihajimeru|inaosu|iokureru|iowaru|iwasureru|iyagaru|ikaneru|iageru|i ni [verb]|inagara|wanasasou|itsuzuku|ikata|inikui|iyasui|isasu|iyagare|wanu|wazu|wazaru|wazaru wo enai|
u special class|||||問う|tou|問|to|||||||||||||||||||||||||||*|(o)toi ni naru|*|*|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
u special class|||||請う|kou|請|ko|||||||||||||||||||||||||||*|(o)koi ni naru|*|*|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
u special class|||||恋う|kou|恋|ko|||||||||||||||||||||||||||*|(o)koi ni naru|*|*|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan||||XXXる|XXXる|ru|||||you|re|te|ta||ru|ta|nai|nakatta|masu|mashita|masen|masen deshita|teiru|teite|teru|tete|teinai|tenai|teimasu|teimasen|teita|teimashita|teimasen deshita|*|(o) ni naru|(o) nasaru|(o) suru|(o) itasu|te kudasai|(o) kudasai|naide kudasai|(o) nasaimase|(o) nasaimasu na|ro|yo|ru na| nasai| nasaru na|tai|takatta|takunai|takunakatta|tai desu|tai deshita|taku arimasen|taku arimasen deshita|tagaru|reba|nakya|nakereba|maseba|masen nara|tara|nakattara|mashitara|masen deshitara|takereba|you|mai|teyou|mashou|masu mai| nakya (ikenai)| nakereba naranai| nakereba ikenai|te wa ikenai|te wa naranai|te wa dame da| nakereba ikemasen| nakereba narimasen|te wa ikemasen|te wa narimasen|te wa dame desu|ru darou|ta darou|nai darou|nakatta darou|ru deshou|ta deshou|nai deshou|nakatta deshou|tari|nakattari|teitari|teinakattari|saseru|sasu|sasenai|sasemasu|sasemasen|serareru|sareru|serarenai|seraremasu|seraremasen|rareru|rareta|rarenai|raremasu|raremasen|rarete|rareru|reru|rareta|rarenai|raremasu|raremasen||te|naide|nakute|mashite|masende|zu ni| nakucha (ikenai)| nakute wa ikenai| nakute wa ikemasen|rukoto|naikoto|takoto|tekoto|teiru koto|teinai koto|teita koto|te ageru|te kureru|te morau|te iku|te oku|ttoku|te shimau|chau|te shimatta|chatta|te miru|te suru|te aru|te kuru|te hoshii|te mo ii|te mo kamawanai|runakute mo ii|ru n da|ru n desu|ru no da|ru no desu|rusugiru|rusugi da|au|dasu|hajimeru|naosu|okureru|owaru|wasureru|ruyagaru|rukaneru|ruageru|ru ni [verb]|nagara|nasasou|tsuzuku|kata|nikui|yasui|rusasu|ruyagare|nu|zu|zaru|zaru wo enai|
ru ichidan|to exist, to have (when noun in position of direct object is animate), to stay|I|が|いる|居る|iru|居|i||||||||||||||||||||||||||||(o)ide ni naru|irassharu|*|(o)ru||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to see, to look, to watch, to view, to observe, to assess, to examine, to judge|T|を|みる|見る|miru|見|mi||||||||||||||||||||||||||||(go)ra ni naru|*|haiken suru|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to go, to come (polite, humble)|I||おまいる|参る|mairu|参|mai||||||||||||||||||||||||||||(o)mai ni naru|(o)mai nasaru|(o)mai suru|(o)mai itasu||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to eat|T|を|たべる|食べる|taberu|食べ|tabe||||||||||||||||||||||||||||meshiagaru|*|itadaku|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to stop, to turn off, to fasten, to fix into place, to park|T|を|とめる|止める|tomeru|止め|tome|||tomeyou|tomere|tomete|tometa|tome|||||||||tometeiru (to wait)|tometeite (to wait)|tometeru|tometete (to wait)|tometeinai|tometenai|tometeimasu|tometeimasen|tometeita (to wait)|tometeimashita (to wait)|tometeimasen deshita (to wait)|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to give (polite, speaker is the recepient or his relative)|T|を|くれる|呉れる|kureru|呉れ|kure||||||||||||||||||||||||||||*|kudasaru|*|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to give (polite, speaker is the giver), to offer up to the gods, to raise, to elevate, to do up (one's hair), to fly (a kite, etc.), to launch (fireworks, etc.), to surface (a submarine, etc.), to land (a boat), to show someone (into a room), to send someone (away), to enrol (one's child in school), to enroll, to increase (price, quality, status, etc.), to make (a loud sound), to raise (one's voice), to praise, to bear (a child)|T|を|あげる|上げる|ageru|上げ|age||||||||||||||||||||||||||||*|*|sashi ageru|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to get up, to wake up|I||おきる|起きる|okiru|起き|oki|||okiyou|okire|okite|okita|oki|||||||||okiteiru (to be awake)|okiteite (to be awake)|okiteru|okitete (to be awake)|okiteinai|okitenai|okiteimasu|okiteimasen|okiteita (to be awake)|okiteimashita (to be awake)|okiteimasen deshita (to be awake)|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to swell (from inflammation), to become swollen|I||はれる|腫れる|hareru|腫れ|hare|||hareyou|harere|harete|hareta|hare|||||||||hareteiru (to be swollen)|hareteite (to be swollen)|hareteru|haretete (to be swollen)|hareteinai|haretenai|hareteimasu|hareteimasen|hareteita (to be swollen)|hareteimashita (to be swollen)|hareteimasen deshita (to be swollen)|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to know|T|を|ごぞんじる|存じる|zonjiru|存じ|zonji|||||||||||||||||||||||||||shiru|*|*|*|*||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
ru ichidan|to want, to wish for, to request, to demand, to seek, to search for, to pursue (pleasure), to hunt (a job), to purchase, to buy (polite)|T|を|もとめる|求める|motomeru|求め|motome|||||||||||||||||||||||||||kau||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
desu copula|||||||||*|*|*|*|*|*|*|da|datta|dewa nai, ja nai|dewa nakatta, ja nakatta|desu|deshita|dewa arimasen, ja arimasen|dewa arimasen deshita, ja arimasen deshita|*|*|*|*|*|*|*|*|*|*|*||*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|*|
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
kuru verb|||||||||ki|ka|ko|ke|kite|kita|ki|kuru|kita|konai|konakatta|kimasu|kimashita|kimasen|kimasen deshita|kiteiru|kiteite|kiteru|kitete|kiteinai|kitenai|kiteimasu|kiteimasen|kiteita|kiteimashita|kiteimasen deshita||(o)ide ni naru|irassharu|*|mairu|kite kudasai|(o)koi kudasai|konaide kudasai|(o)koi nasaimase|(o)koi nasaimasu na|koi|koyo|kuru na|ki nasai|ki nasaru na|kitai|kitakatta|kitakunai|kitakunakatta|kitai desu|kitai deshita|kitaku arimasen|kitaku arimasen deshita|kitagaru|kureba|ko nakya|konakereba|kimaseba|kimasen nara|kitara|konakattara|kimashitara|kimasen deshitara|kitakereba|koyou|kuru mai|kiteyou|kimashou|kimasu mai|konakya (ikenai)|ko nakereba ikenai|ko nakereba naranai|kite wa ikenai|kite wa naranai|kite wa dame da|ko nakereba ikemasen|ko nakereba narimasen|kite wa ikemasen|kite wa narimasen|kite wa dame desu|kuru darou|kita darou|konai darou|konakatta darou|kuru deshou|kita deshou|konai deshou|konakatta deshou|kitari|konakattari|kiteitari|kiteinakattari|kosaseru|kosu|kosasenai|kosasemasu|kosasemasen|kosaserareru|kosareru|kosaserarenai|kosaseraremasu|kosaseraremasen|*|*|*|*|*|*|korareru|koreru|korareta|korarenai|koraremasu|koraremasen|ki|kite|konaide|konakute|kimashite|kimasende|kozu ni|konakucha (ikenai)|konakute wa ikenai|konakute wa ikemasen|kurukoto|kanaikoto|kitakoto|kitekoto|kiteiru koto|kiteinai koto|kiteita koto|kite ageru|kite kureru|kite morau|kite iku|kite oku|kittoku|kite shimau|kichau|kite shimatta|kichatta|kite miru|kite suru|kite aru|kite kuru|kite hoshii|kite mo ii|kite mo kamawanai|konakute mo ii|kuru n da|kuru n desu|kuru no da|kuru no desu|kisugiru|kisugi da|kiau|kidasu|kihajimeru|kinaosu|kiokureru|kiowaru|kiwasureru|ki yagaru|ki kaneru|ki ageru|ki ni [verb]|kinagara|konasasou|kitsuzuku|kikata|ki nikui|ki yasui|ki sasu|ki yagare|konu|kozu|kozaru|kozaru wo enai|
|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
suru verb|||||||||shi|sa|so|se|shite|shita|shi|suru|shita|shinai|shinakatta|shimasu|shimashita|shimasen|shimasen deshita|shiteiru|shiteite|shiteru|shitete|shiteinai|shitenai|shiteimasu|shiteimasen|shiteita|shiteimashita|shiteimasen deshita||nasaru|haru|*|itasu|shite kudasai|(o)shiro kudasai|shinaide kudasai|(o)shiro nasaimase|(o)shiro nasaimasu na|shiro|seyo|suru na|shi nasai|shi nasaru na|shitai|shitakatta|shitakunai|shitakunakatta|shitai desu|shitai deshita|shitaku arimasen|shitaku arimasen deshita|shitagaru|sureba|shinakya|shinakereba|shimaseba|shimasen nara|shitara|shinakattara|shimashitara|shimasen deshitara|shitakereba|shiyou|suru mai|shiteyou|shimashou|shimasu mai|shinakya (ikenai)|shinakereba ikenai|shinakereba naranai|shite wa ikenai|shite wa naranai|shite wa dame da|shinakereba ikemasen|shinakereba narimasen|shite wa ikemasen|shite wa narimasen|shite wa dame desu|suru darou|shita darou|shinai darou|shinakatta darou|suru deshou|shita deshou|shinai deshou|shinakatta deshou|shitari|shinakattari|shiteitari|shiteinakattari|saseru|sasu|sasenai|sasemasu|sasemasen|saserareru|sasareru|saserarenai|saseraremasu|saseraremasen|sareru|sareta|sarenai|saremasu|saremasen|sarete|dekiru|*|dekinai|dekinai|dekimasu|dekimasen|shi|shite|shitenaide|shitenakute|shitemashite|shitemasende|sezu ni|shinakucha (ikenai)|shinakute wa ikenai|shinakute wa ikemasen|surukoto|shinaikoto|shitakoto|shitekoto|shiteiru koto|shiteinai koto|shiteita koto|shite ageru|shite kureru|shite morau|shite iku|shite oku|shittoku|shite shimau|shichau|shite shimatta|shichatta|shite miru|shite suru|shite aru|shite kuru|shite hoshii|shite mo ii|shite mo kamawanai|shinakute mo ii|suru n da|suru n desu|suru no da|suru no desu|shisugiru|shisugi da|shiau|shidasu|shihajimeru|shinaosu|shiokureru|shiowaru|shiwasureru|shi yagaru|shi kaneru|shi ageru|shi ni [verb]|shinagara|shinasasou|shitsuzuku|shikata|shi nikui|shi yasui|shi sasu|shi yagare|shinu|shizu|shizaru|shizaru wo enai|
*|*|*|*|*|*|*|*|*|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
